序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4147,603297,永新光学,100.11,-0.65,-0.66,12913,129078834,2.44,101.37,98.91,100,100.77,0.4,1.17,59.5,5.99,11127276555,11085090201,0.02,0.41,2.45,6.7
3841,2756,永兴材料,35.59,-0.42,-0.15,76303,272308702.5,1.37,35.96,35.47,35.89,35.74,0.84,1.96,14.82,1.53,19186623809,13833622236,-0.06,0,-20.4,-5.65
144,601033,永兴股份,15.31,6.99,1,295149,446281283,8.6,15.55,14.32,14.36,14.31,8.13,12.3,15.94,1.33,13779000000,3674400000,-0.07,-0.13,4.65,5.88
2531,603600,永艺股份,12.12,0.41,0.05,37545,45584716,1.82,12.27,12.05,12.26,12.07,1.02,1.25,13.39,1.84,4014303620,3645914572,0.08,0,-1.62,1.93
2476,603381,永臻股份,22.1,0.45,0.1,16803,37085545,1,22.19,21.97,22.07,22,0.92,3.15,22.04,1.43,5243364805,1179757449,0.05,0,-7.03,0.82
4445,603995,甬金股份,20.24,-0.93,-0.19,38222,77830624,2.25,20.68,20.22,20.63,20.43,0.95,1.05,9.51,1.38,7400090590,7400090590,0,-0.05,-0.15,10.66
4818,600588,用友网络,17.1,-1.5,-0.26,701745,1199721299,2.25,17.32,16.93,17.15,17.36,0.47,2.05,-30.11,6.69,58430655694,58430655694,0.06,0.06,37.02,59.37
970,300531,优博讯,15.42,1.98,0.3,95326,146902283,4.1,15.69,15.07,15.17,15.12,1.15,3.03,217.17,3.36,5056155164,4859089306,0,0.13,-9.72,10.54
1048,2998,优彩资源,6.68,1.83,0.12,54059,35815338.2,1.98,6.68,6.55,6.57,6.56,1.41,2.22,16.86,1.32,2180401399,1626182006,0.15,0.15,-2.48,8.27
4038,300549,优德精密,19.23,-0.57,-0.11,34455,65963529,2.53,19.43,18.94,19.41,19.34,0.57,3.41,185.4,4.66,2564128200,1943281400,-0.05,0.05,-6.24,17.4
3688,301166,优宁维,31.08,-0.32,-0.1,13543,42212164.96,1.57,31.49,31,31.35,31.18,1.12,3.28,143.49,1.3,2693600041,1282636417,0,0.19,-3.87,9.51
2418,300983,尤安设计,18.48,0.49,0.09,4446,8175650.16,1.03,18.48,18.29,18.38,18.39,0.61,0.38,-54.72,1.05,3193344000,2185859935,0.05,0.16,-11.66,9.28
1971,2427,尤夫股份,3.81,0.79,0.03,88206,33523172.15,2.12,3.83,3.75,3.78,3.78,0.9,0.9,-80.99,4.08,3754498880,3754475674,0,0,-13.01,9.48
2738,300099,尤洛卡,7.27,0.28,0.02,260337,189826425,3.59,7.43,7.17,7.25,7.25,0.6,4.48,70.58,2.27,5359918404,4226866985,0.14,0,0.14,21.17
2321,601658,邮储银行,5.38,0.56,0.03,1401018,754520319,1.12,5.41,5.35,5.37,5.35,0.81,0.21,5.28,0.65,5.33487E+11,3.61118E+11,0,0,-0.19,-2.71
4463,2174,游族网络,10.33,-0.96,-0.1,224334,234015694.5,3.74,10.69,10.3,10.64,10.43,0.89,2.45,1370.43,2.13,9461475004,9455393475,0.1,0.1,-5.75,10.48
5015,2277,友阿股份,6.1,-1.93,-0.12,990706,609275698.6,3.54,6.3,6.08,6.28,6.22,0.49,7.11,55.77,1.25,8504454080,8504454080,-0.16,0,50.25,4.27
3351,2718,友邦吊顶,14.15,-0.07,-0.01,21388,30170337.5,2.12,14.3,14,14.19,14.16,1,3.28,-39.04,1.89,1859986780,922693992,0,0,-9.87,15.7
3474,601686,友发集团,5.74,-0.17,-0.01,20504,11790919,1.39,5.8,5.72,5.75,5.75,0.6,0.14,61.41,1.39,8225209405,8225209405,0.17,0,-1.54,8.1
4781,600778,友好集团,6.91,-1.43,-0.1,362050,253483256,4.56,7.2,6.88,7.1,7.01,1.25,11.63,144.26,9.61,2152405242,2150494835,0,0.14,-15.01,-23.98
3755,300514,友讯达,16.46,-0.36,-0.06,87804,144967763,2.72,16.76,16.31,16.58,16.52,0.85,5.54,15.51,3.28,3292000000,2607489502,0.06,-0.06,3.98,13.99
1695,600206,有研新材,18.58,1.03,0.19,453944,840242706,1.96,18.66,18.3,18.41,18.39,0.61,5.36,102.95,4.05,15728960909,15728960909,0.05,0.05,1.98,18.57
4086,603697,有友食品,9.82,-0.61,-0.06,106619,105989695,4.55,10.2,9.75,9.93,9.88,0.9,2.49,25.98,2.42,4199936402,4199936402,0,0.51,-11.93,-3.54
2438,2223,鱼跃医疗,37.38,0.48,0.18,149399,558467514,1.83,37.68,37,37.16,37.2,1.82,1.59,18.35,2.99,37472587606,35087621000,-0.21,-0.21,6.31,2.44
1143,514,渝 开 发,4.2,1.69,0.07,162309,68012402.76,2.42,4.23,4.13,4.13,4.13,1.47,1.92,-58.34,0.96,3543838053,3543838053,0,0,-17.16,2.19
1866,601077,渝农商行,5.71,0.88,0.05,609529,347017163,1.59,5.74,5.65,5.66,5.66,1.06,0.69,4.72,0.53,64848470000,50463268450,0,0,4.01,-2.56
1635,565,渝三峡Ａ,5.56,1.09,0.06,48738,26961419.88,2,5.58,5.47,5.52,5.5,1.12,1.12,120.26,1.93,2410772743,2410772743,-0.18,-0.18,-11.61,2.77
1096,301107,瑜欣电子,33.56,1.76,0.58,19253,63402824,5.94,33.98,32.02,32.77,32.98,0.6,8.99,40.33,2.67,2463304000,718642094,0.15,0.06,15.29,31.04
1806,301266,宇邦新材,38.92,0.93,0.36,42909,166585676.4,3.58,39.68,38.3,39.46,38.56,0.79,9.89,69.09,2.44,4276467484,1687762064,0,0.03,-4.47,16.18
2410,2903,宇环数控,18.43,0.49,0.09,37575,68640687,1.74,18.43,18.11,18.28,18.34,0.55,3.61,161.25,3.64,2871486150,1918312850,0,0.27,-4.85,13.42
284,2943,宇晶股份,22.13,4.83,1.02,111700,242724885.3,7.77,22.52,20.88,21.13,21.11,1.33,8.47,106.85,3.58,4533852547,2918598475,-0.14,-0.14,2.45,11.54
3252,600066,宇通客车,25.51,0,0,148455,379075893,2.08,25.73,25.2,25.52,25.51,0.96,0.67,17.42,4.76,56477589579,56477589579,-0.12,-0.04,8.74,-3.3
2801,600817,宇通重工,12.32,0.24,0.03,28332,34928921,0.9,12.38,12.27,12.29,12.29,0.73,0.54,37.94,2.84,6613984485,6495711943,0,-0.08,0.98,7.32
4192,300790,宇瞳光学,25.74,-0.69,-0.18,155646,399314078.6,2.74,25.91,25.2,25.68,25.92,0.63,5.21,54.18,4.18,9629822571,7694084996,0.08,-0.27,32,34.83
1747,2986,宇新股份,11.38,0.98,0.11,54042,61310034.8,1.33,11.42,11.27,11.31,11.27,1.33,1.79,12.47,1.09,4364231730,3439579873,0,-0.09,-8.45,-4.21
4871,300674,宇信科技,26.99,-1.6,-0.44,263202,709636699.3,2.3,27.29,26.66,27.09,27.43,0.67,3.74,54.36,4.61,19002500049,18978773410,0,-0.15,22.29,38.27
518,300815,玉禾田,17.85,3.3,0.57,121678,215621234.6,5.03,18.1,17.23,17.35,17.28,1.07,3.12,10.76,1.76,7114867200,6953897828,0.06,0,6.38,14.5
4923,601028,玉龙股份,12.16,-1.7,-0.21,210931,257907010,2.43,12.4,12.1,12.3,12.37,0.78,2.69,24.78,2.76,9521593242,9521593242,0.08,0,-11.24,6.11
2741,300993,玉马科技,10.66,0.28,0.03,39671,42256802.5,1.03,10.71,10.6,10.68,10.63,0.69,1.64,19.24,2.39,3284678592,2571892362,0,0,-2.91,-5.58
3317,2177,御银股份,4.99,0,0,391749,195569548.8,2.81,5.06,4.92,4.96,4.99,1.04,5.85,226.81,2.23,3798344557,3339358469,-0.2,0,-20.29,10.89
5136,2831,裕同科技,25.34,-2.5,-0.65,75263,191144381.7,3.54,26.05,25.13,26.01,25.99,1.99,1.44,15.87,2.1,23579213433,13201969512,0,0,-2.28,-6.49
1694,300305,裕兴股份,5.88,1.03,0.06,59263,34695860.46,1.89,5.9,5.79,5.86,5.82,1.09,1.84,-10.1,0.92,2207353717,1890277804,-0.17,0,-12.76,7.89
1977,2437,誉衡药业,2.54,0.79,0.02,446622,113289323.8,1.98,2.56,2.51,2.52,2.52,0.88,2.04,23.67,3.04,5790564873,5564886076,0,0,-13.31,2.01
2073,301173,毓恬冠佳,56.2,0.73,0.41,26410,148195564.8,1.77,56.5,55.51,55.75,55.79,0.83,15.66,28.97,3.6,4936314186,947640073,0.04,0.05,98.38,98.38
5023,600531,豫光金铅,7.6,-1.94,-0.15,446843,341715955,2.19,7.75,7.58,7.66,7.75,0.53,4.1,11.21,1.59,8285844018,8285844018,0.26,0.13,6.44,18.38
2062,1896,豫能控股,4.14,0.73,0.03,193376,80020876.14,1.22,4.16,4.11,4.12,4.11,0.78,1.27,-53.04,2.01,6316734706,6316734706,0.24,0.49,-9.8,-0.24
3972,600655,豫园股份,5.84,-0.51,-0.03,154919,90709111,1.36,5.91,5.83,5.84,5.87,1.02,0.4,14.71,0.62,22742896620,22716702234,-0.17,-0.17,-15.97,-9.18
341,301139,元道通信,38.6,4.32,1.6,193418,728522327,8.65,38.88,35.68,36.34,37,0.86,26.97,75.37,2.41,4693018880,2768469895,0,0.99,52.15,69.67
3993,300174,元力股份,16.81,-0.53,-0.09,107872,181014689.7,2.01,16.98,16.64,16.91,16.9,0.69,2.97,21.66,1.89,6122376152,6101095364,0,0.06,-1.41,14.98
3025,603217,元利科技,17.4,0.12,0.02,9883,17167681,1.04,17.49,17.31,17.47,17.38,0.73,0.47,17.3,1.12,3620724240,3620724240,0.29,0.12,-5.49,6.88
2160,2878,元隆雅图,16.4,0.68,0.11,116072,190988375.5,2.27,16.63,16.26,16.5,16.29,1.31,4.97,144.82,2.78,4280370923,3831438553,-0.12,-0.12,-11.11,-0.49
3105,603886,元祖股份,14.15,0.07,0.01,30676,43597075,1.41,14.33,14.13,14.15,14.14,1.1,1.28,10.05,2.03,3396000000,3396000000,0,0,-10.1,-1.87
5361,605303,园林股份,10.52,-7.39,-0.84,186959,200084045,5.9,11.07,10.4,11.07,11.36,0.78,11.6,-19.42,1.47,1696217532,1696217532,-0.09,0.38,8.34,38.79
4920,603813,原尚股份,15.71,-1.69,-0.27,32160,50768739,4.57,16.3,15.57,15.97,15.98,1.02,3.58,-40.59,2.71,1649785650,1412988820,-1.44,0.38,7.09,35.55
2719,600233,圆通速递,13.76,0.29,0.04,258322,356552090,1.97,13.98,13.71,13.77,13.72,0.83,0.75,12.14,1.55,47427327307,47427327307,0,0,-7.15,-3.03
4639,1222,源飞宠物,16.16,-1.16,-0.19,47415,77335623.6,3.24,16.65,16.12,16.41,16.35,1.38,6.04,19.32,2.42,3084782400,1269290836,0,0,-5.16,2.08
1314,2161,远 望 谷,6.28,1.45,0.09,244293,154197371.2,3.07,6.39,6.2,6.21,6.19,0.97,3.42,55.03,2.97,4645676472,4480524429,0,0,-5.71,12.75
2917,2692,远程股份,5.57,0.18,0.01,393276,218706117.5,2.34,5.65,5.52,5.56,5.56,0.69,5.48,56.97,3.41,4000073220,3998507911,0,0,21.62,42.09
1326,600292,远达环保,12.1,1.42,0.17,192538,234520516,3.44,12.39,11.98,12.11,11.93,1.45,2.47,80.19,1.82,9447884369,9447884369,0,0,-23.95,-6.85
2911,626,远大控股,5.69,0.18,0.01,46840,26580048.18,2.11,5.75,5.63,5.68,5.68,0.99,0.93,-28.55,1.13,2895871240,2856511069,0,0,-23.11,-1.04
1217,2689,远大智能,4.52,1.57,0.07,434165,193678601.2,3.82,4.57,4.4,4.43,4.45,0.65,4.16,-430.99,4.08,4715764477,4713960088,0,0.44,-11.02,29.51
420,2406,远东传动,7.78,3.73,0.28,892897,691479208.4,5.33,7.93,7.53,7.65,7.5,1.57,14.83,49.42,1.42,5681151138,4685209632,0,0,8.36,20.62
4948,600869,远东股份,5.09,-1.74,-0.09,455472,232606749,3.47,5.24,5.06,5.21,5.18,0.69,2.05,-85.33,2.52,11296505477,11296505477,0,0.39,2.21,7.16
3661,300306,远方信息,13.44,-0.3,-0.04,41971,56308907,2.52,13.58,13.24,13.54,13.48,0.73,2.66,39.07,2.36,3614805976,2117679836,0,0.15,3.23,15.86
4983,2063,远光软件,6.9,-1.85,-0.13,730756,507680732.6,2.84,7.07,6.87,7.04,7.03,0.69,4.15,44.91,3.58,13145162400,12135840453,-0.14,0,3.29,19.79
1244,301300,远翔新材,30.71,1.55,0.47,17768,54130072,2.35,30.71,30,30.31,30.24,1.1,5.78,44.62,2.54,1982023400,943769494,0.03,0.1,3.23,19.35
11,301053,远信工业,27.68,19.98,4.61,80426,208159440,21.15,27.68,22.8,23.12,23.07,2.91,10.16,48,3.67,2262909200,2191745027,0,0,20.3,41.88
2931,683,远兴能源,5.76,0.17,0.01,407135,234384373.9,1.39,5.8,5.72,5.75,5.75,0.9,1.22,8.95,1.49,21537656986,19150946052,0,-0.17,-5.26,3.04
3550,600963,岳阳林纸,4.86,-0.21,-0.01,180090,87933356,1.44,4.92,4.85,4.88,4.87,0.65,1.02,51.47,1.08,8581554010,8541779770,0,0,-10.66,-4.33
3922,819,岳阳兴长,16.74,-0.48,-0.08,46399,78037666.41,1.84,17,16.69,16.82,16.82,0.58,1.33,64.05,2.86,6188736250,5838957583,0.24,0.06,-4.89,0.06
4118,600805,悦达投资,4.71,-0.63,-0.03,73715,34874046,1.48,4.77,4.7,4.75,4.74,0.62,0.87,119.56,0.91,4007713067,4004796983,0,-0.21,-5.8,6.32
49,2162,悦心健康,5.59,10.04,0.51,688117,381233128.2,5.12,5.59,5.33,5.56,5.08,0.65,7.47,-35.02,6.2,5151656254,5146696247,0,0,28.21,61.56
1221,2725,跃岭股份,12.9,1.57,0.2,127227,163077348.3,3.15,13,12.6,12.7,12.7,0.78,6,-388.77,3.45,3302400000,2733851141,0,0.31,-3.59,20.22
1302,603095,越剑智能,23.41,1.47,0.34,17352,40653417,1.95,23.57,23.12,23.23,23.07,0.73,0.94,44.9,1.78,4326168000,4326168000,-0.04,0.09,-3.86,6.36
4244,987,越秀资本,6.6,-0.75,-0.05,236983,157077717,1.8,6.71,6.59,6.71,6.65,0.96,0.47,14.45,1.13,33113074249,33100529174,0,0.15,-14.17,-5.98
3976,2181,粤 传 媒,5.79,-0.52,-0.03,190004,110420424.8,2.23,5.9,5.77,5.85,5.82,0.58,1.67,-132.57,1.62,6722526827,6568871848,0.17,0,-19.81,3.21
2837,539,粤电力Ａ,4.6,0.22,0.01,217144,100000428.7,1.31,4.64,4.58,4.59,4.59,0.97,0.85,12.35,1.03,24151306336,11747924585,-0.22,0,-4.76,1.55
3568,429,粤高速Ａ,13.26,-0.23,-0.03,149479,197526827.7,1.73,13.35,13.12,13.24,13.29,1.23,1.15,17.75,2.65,27724089231,17282142620,0.08,0,9.14,-9.8
1330,833,粤桂股份,13.57,1.42,0.19,395757,534905069.4,3.14,13.75,13.33,13.42,13.38,0.8,8.72,36.32,3.11,10884255739,6156736493,0,0,-3.28,19.35
3151,1313,粤海饲料,9.46,0,0,100112,95886057,4.23,9.83,9.43,9.58,9.46,0.76,1.43,-73.68,2.55,6622000000,6613795351,0,0.21,6.65,8.24
1822,573,粤宏远Ａ,4.42,0.91,0.04,388753,171304326.7,2.97,4.48,4.35,4.38,4.38,1.05,6.14,-54.59,1.77,2821200270,2797704500,-0.23,-0.23,22.44,47.83
1802,301111,粤万年青,16.29,0.93,0.15,31589,51531516,2.23,16.47,16.11,16.2,16.14,1.52,1.97,138.63,3.37,2606400000,2606400000,0.18,0,-15.55,0.06
5347,409,云鼎科技,14.56,-6.06,-0.94,1384533,2059482403,6.26,15.52,14.55,14.81,15.5,0.71,32.7,91.67,6.58,9875618553,6163877647,0,-0.14,40.54,63.41
4951,807,云铝股份,17.98,-1.75,-0.32,283323,511679473.7,2.73,18.43,17.93,18.3,18.3,0.79,0.82,12.24,2.23,62353874142,62352835689,0.11,0.17,20.11,32.89
4371,600792,云煤能源,3.44,-0.86,-0.03,151939,52398255,1.15,3.47,3.43,3.46,3.47,0.64,1.43,-9.21,1.13,3818137184,3645946309,0,0,-13.57,-8.02
3846,538,云南白药,55.52,-0.43,-0.24,82533,459648995.6,1.17,56.1,55.45,56.03,55.76,1.08,0.47,17.17,2.58,99062259719,98237089943,-0.04,0.02,-5.96,-7.39
962,600239,云南城投,2.56,1.99,0.05,385428,98608763,2.79,2.58,2.51,2.52,2.51,1.92,2.4,171.57,2.97,4110558487,4110558487,0,0,-23.81,-4.12
2624,2059,云南旅游,5.76,0.35,0.02,270065,156875915.9,4.01,5.97,5.74,5.88,5.74,1.26,2.67,32.06,3.65,5831624523,5831624523,0,0,-5.26,6.86
2904,2053,云南能投,11.33,0.18,0.02,32861,37220225.64,0.71,11.36,11.28,11.31,11.31,0.77,0.36,15.54,1.41,10431864827,10431534388,0,0,-5.03,-0.61
4589,878,云南铜业,13.63,-1.09,-0.15,323765,442647756.4,1.6,13.82,13.6,13.7,13.78,0.75,1.62,13.45,1.85,27309453865,27308917607,0.07,-0.07,2.48,11.81
2593,2428,云南锗业,21.78,0.37,0.08,365652,807182921.8,4.24,22.62,21.7,22,21.7,0.56,5.6,361.96,9.93,14224953600,14223115913,0.05,0,-2.51,15.24
431,903,云内动力,4.26,3.65,0.15,2261761,960032149,7.54,4.39,4.08,4.11,4.11,0.67,11.78,-19.2,3.15,8306016677,8180314620,0,0.47,-4.48,23.84
598,600602,云赛智联,26.25,2.98,0.76,1199463,3116242731,5.81,26.66,25.18,25.45,25.49,0.63,11.17,170.49,7.62,35901428194,28200453488,0,0.38,71.46,65.93
2553,600096,云天化,22.33,0.4,0.09,282656,634265317,1.62,22.6,22.24,22.25,22.24,0.77,1.54,6.94,1.91,40960560921,40960560921,-0.09,-0.18,-0.67,0.13
3004,2539,云图控股,8.01,0.13,0.01,105716,84630902.49,0.88,8.04,7.97,8.02,8,0.79,1.2,10.84,1.13,9673867334,7073951881,0,-0.12,-4.07,3.76
1131,600725,云维股份,3.58,1.7,0.06,609497,216605772,3.69,3.61,3.48,3.52,3.52,0.79,4.95,-363.09,12.57,4412242600,4412242600,0,0,-4.28,5.92
4012,300304,云意电气,9.17,-0.54,-0.05,222291,204215307.6,2.49,9.33,9.1,9.28,9.22,0.73,2.6,19.66,2.75,8052577894,7845907332,0,0,0.66,14.63
3134,603130,云中马,25.7,0.04,0.01,21994,56379224,2.3,25.99,25.4,25.77,25.69,0.53,4.31,39.44,2.73,3534114940,1312330665,0,0.08,14.17,16.03
1934,300772,运达股份,12.32,0.82,0.1,131720,163029030.3,2.37,12.57,12.28,12.32,12.22,0.89,1.9,27.25,1.57,9694969038,8562145962,0.33,0.16,-16.76,-6.95
974,300440,运达科技,8.85,1.96,0.17,170860,150146591.3,4.03,8.98,8.63,8.7,8.68,0.9,3.86,74.52,2.46,3928679610,3913678550,0.34,0.11,1.14,11.74
3574,1288,运机集团,32.87,-0.24,-0.08,43167,140925928.6,3.19,33.15,32.1,32.96,32.95,0.39,5.58,48.84,2.69,5485047009,2540614040,0.31,0.52,3.07,7.59
2353,2120,韵达股份,7.46,0.54,0.04,248003,185011977.3,1.62,7.52,7.4,7.46,7.42,1.07,0.88,11.52,1.09,21627996170,21000823429,-0.27,-0.13,-7.9,-0.8
1102,603601,再升科技,3.51,1.74,0.06,156118,54752868,2.03,3.53,3.46,3.46,3.45,1.11,1.53,29.6,1.71,3585993767,3585993767,0,0,-10,4.46
4571,2637,赞宇科技,9.35,-1.06,-0.1,70213,65561196.32,3.17,9.51,9.21,9.5,9.45,1.18,1.59,27.34,1.18,4398249350,4139461453,0,0.11,-14.38,-5.08
4682,301179,泽宇智能,19.31,-1.23,-0.24,39825,77187776.32,2.51,19.71,19.22,19.53,19.55,0.77,4.63,36.92,2.79,6478174818,1660716018,-0.1,-0.26,-2.18,3.43
1869,603488,展鹏科技,8.13,0.87,0.07,40318,32690597,1.61,8.16,8.03,8.1,8.06,1.09,1.38,-130.38,2.48,2373882277,2373882277,-0.25,-0.12,-15.75,4.23
3341,869,张  裕Ａ,22.2,-0.05,-0.01,17138,38193812.56,1.22,22.43,22.16,22.31,22.21,1.11,0.38,49.95,1.41,14914490580,10103093349,0,-0.05,-9.13,-4.27
2448,2839,张家港行,4.24,0.47,0.02,296467,125663967.4,1.18,4.26,4.21,4.22,4.22,1.55,1.21,5.23,0.62,10364022690,10358293318,0.24,0.24,-7.02,-2.97
3641,430,张家界,7.08,-0.28,-0.02,122498,87002119,1.27,7.16,7.07,7.15,7.1,0.86,3.69,-33.21,3.55,2866109217,2348710704,0.14,0.14,-9.35,14.19
4218,600895,张江高科,26.17,-0.72,-0.19,195811,515251355,1.18,26.48,26.17,26.36,26.36,0.51,1.26,41.74,2.75,40529205524,40529205524,-0.04,-0.08,-10.68,-2.35
1191,301055,张小泉,15.15,1.61,0.24,22977,34604885.95,2.62,15.25,14.86,14.99,14.91,1.36,1.47,103.05,3.77,2363400000,2363400000,0.13,0.07,-8.84,-4.3
5164,2378,章源钨业,7.12,-2.73,-0.2,299712,214118896.5,2.19,7.24,7.08,7.21,7.32,0.78,2.51,48.21,4,8554093782,8509037838,0.14,0.14,-3.39,10.05
922,2069,獐子岛,3.95,2.07,0.08,343504,136504349.9,5.43,4.07,3.86,3.86,3.87,2.3,4.84,-85.11,57.89,2808893166,2805353966,0.25,0,-11.04,7.63
424,753,漳州发展,4.78,3.69,0.17,1015768,483439470.4,5.21,4.85,4.61,4.64,4.61,1.33,10.24,72.13,1.74,4739279519,4739279519,-0.21,0,-7.36,11.16
3287,625,长安汽车,13.15,0,0,651108,856729399.5,0.76,13.21,13.11,13.16,13.15,0.89,0.79,27.31,1.79,1.3037E+11,1.08629E+11,0,0.08,-10.05,-1.57
3412,603099,长白山,31.91,-0.13,-0.04,142686,460446849,4.48,33.17,31.74,32.91,31.95,1.61,5.35,43.17,7.29,8509439700,8509439700,0.03,0.16,-36.36,-24.24
4396,600192,长城电工,6.78,-0.88,-0.06,70700,48256090,2.05,6.9,6.76,6.88,6.84,0.73,1.6,-18.84,2.32,2995051440,2995051440,0,0,1.5,17.5
4436,601606,长城军工,12.88,-0.92,-0.12,135599,175851523,1.77,13.1,12.87,13,13,0.52,1.87,-91.92,3.7,9328061792,9328061792,0,0,-5.57,9.52
243,603897,长城科技,25.93,5.11,1.26,107086,272565328,5.55,25.98,24.61,24.88,24.67,2.02,5.19,21.26,2.13,5352877208,5352877208,0.04,-0.04,-0.58,10.34
4179,601633,长城汽车,26.39,-0.68,-0.18,197867,525307479,2.48,26.96,26.3,26.65,26.57,0.6,0.32,16.25,2.93,2.25968E+11,1.63456E+11,-0.08,-0.04,-4,0.23
4947,2939,长城证券,8.48,-1.74,-0.15,634765,540949202.9,1.97,8.63,8.46,8.59,8.63,0.9,1.82,23.37,1.16,34211940587,29575042675,-0.12,0,-3.75,3.41
4626,300604,长川科技,46.08,-1.14,-0.53,218107,1004130289,2.77,46.84,45.55,46.68,46.61,1.01,4.52,60.61,8.76,28882183772,22231008599,-0.04,-0.02,-3.66,4.42
3370,661,长春高新,102.88,-0.09,-0.09,83887,868224121.6,1.91,104.6,102.63,103.03,102.97,1.33,2.1,11.29,1.83,41968612984,41113605801,-0.05,-0.02,-4.63,3.46
1441,600333,长春燃气,4.74,1.28,0.06,138775,65759657,2.14,4.78,4.68,4.7,4.68,1.27,2.28,-26.42,1.54,2886805442,2886805442,0,0.21,-26.05,-14.9
2868,600148,长春一东,19.84,0.2,0.04,18452,36573458,1.36,19.96,19.69,19.69,19.8,0.57,1.3,-583.94,6.04,2807686368,2807686368,0,0.1,-17.06,10.59
3543,600584,长电科技,37.32,-0.21,-0.08,240318,899131118,1.5,37.69,37.13,37.62,37.4,0.79,1.34,46.53,2.49,66780951752,66780951752,0.03,-0.03,-3.27,-8.66
942,601869,长飞光纤,38.15,2.03,0.76,101617,390491794,5.14,39.47,37.55,37.55,37.39,1.33,2.5,37.85,2.5,28914079870,15501806679,-0.03,-0.18,34.57,27.63
3779,2452,长高电新,7.81,-0.38,-0.03,128342,100445381.5,1.15,7.88,7.79,7.87,7.84,0.81,2.49,20.07,2.08,4844793584,4029216410,0.13,0,-2.13,5.26
1138,300196,长海股份,11.46,1.69,0.19,37463,42730149.4,2.4,11.55,11.28,11.36,11.27,1.25,1.52,17.35,1.05,4683891652,2822796648,0.09,0.35,-7.36,5.23
543,404,长虹华意,7.78,3.18,0.24,301660,234012358.8,3.18,7.86,7.62,7.63,7.54,1.98,4.35,10.8,1.36,5414848717,5391455758,-0.13,0.13,0.52,5.14
1481,521,长虹美菱,8.19,1.24,0.1,494008,407003113,3.09,8.39,8.14,8.18,8.09,1.86,5.64,11.93,1.39,8435075226,7168079204,0,0,-11.46,0.37
463,605008,长鸿高科,15.93,3.51,0.54,71329,114398320,6.89,16.46,15.4,15.4,15.39,0.9,1.11,75.24,5.13,10290181255,10233119995,-0.06,-0.25,26.43,33.42
1730,301518,长华化学,17.35,0.99,0.17,14356,24807764.1,1.75,17.41,17.11,17.19,17.18,1.27,2.69,54.63,1.73,2432091839,927448206,0,0.06,-6.97,7.97
4737,605018,长华集团,13.23,-1.34,-0.18,105038,137971136,3.21,13.35,12.92,13.32,13.41,0.54,2.23,51.97,2.31,6234317241,6218970441,-0.08,0.08,26.48,50.68
2560,1296,长江材料,18.22,0.39,0.07,21165,38567546.6,0.72,18.28,18.15,18.15,18.15,1.02,2.75,22.06,1.6,2725549587,1400231397,-0.05,-0.05,-4.05,6.43
3401,600757,长江传媒,8.42,-0.12,-0.01,86238,72615077,1.19,8.48,8.38,8.43,8.43,0.84,0.71,11.12,1.1,10218935299,10217645607,0,0,-7.37,-12.02
3649,600900,长江电力,27.37,-0.29,-0.08,763522,2099106675,1.24,27.69,27.35,27.51,27.45,0.84,0.32,20.59,3.25,6.69695E+11,6.57079E+11,-0.04,-0.07,-2.91,-6.71
4416,600345,长江通信,25.4,-0.9,-0.23,93421,238816012,2.26,25.94,25.36,25.64,25.63,0.56,4.42,126.12,2.42,8372148153,5373606144,0.04,0.04,-15.64,9.86
1189,600119,长江投资,7.59,1.61,0.12,105507,79434787,2.28,7.6,7.43,7.5,7.47,0.78,2.89,-74.32,15.55,2772402108,2772402108,0.13,0.13,-29.79,-13.45
1659,783,长江证券,6.7,1.06,0.07,1005191,680119777.4,3.92,6.94,6.68,6.8,6.63,2.54,1.82,20.14,0.95,37051488752,37051488752,0,0.15,-7.07,-1.76
1097,603569,长久物流,7.56,1.75,0.13,104373,78618463,2.29,7.59,7.42,7.45,7.43,1.52,1.73,55.94,1.6,4562514818,4562514818,0,0.13,-15.34,1.61
4787,2879,长缆科技,19.15,-1.44,-0.28,89653,172256687.5,3.4,19.57,18.91,19.23,19.43,0.76,6.5,49.87,2.18,3698011306,2640478696,0.05,0.16,27.07,27.33
1435,301618,长联科技,87.63,1.29,1.12,13040,114361789.4,3.17,88.8,86.06,86.5,86.51,1.09,8.09,75.49,6.12,5646868437,1411719300,-0.03,0.15,-17.93,3.83
4893,300348,长亮科技,15.63,-1.64,-0.26,399793,625575898.5,2.27,15.88,15.52,15.75,15.89,0.89,5.65,2391.37,6.28,12695421188,11066859434,0,-0.13,-6.13,9.3
2943,605389,长龄液压,31.4,0.16,0.05,12866,40704666,3.32,32.24,31.2,31.45,31.35,0.57,0.94,37.02,2.16,4524333998,4278776264,0,0.03,17.6,17.91
2872,2391,长青股份,5.11,0.2,0.01,39454,20162524.27,1.18,5.15,5.09,5.1,5.1,1.05,0.85,56.78,0.75,3319417931,2371657344,0,0,-9.07,2
1021,2616,长青集团,5.97,1.88,0.11,181029,107489055,3.58,6.03,5.82,5.88,5.86,1.43,3.85,27,1.6,4429539289,2807274772,0,-0.17,20.12,24.9
