序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3447,603350,安乃达,37.77,-0.16,-0.06,27198,103885485,3.7,38.88,37.48,37.9,37.83,0.65,9.38,38.81,3.46,4396994550,1095330000,-0.03,-0.03,2.89,5.06
5324,2875,安奈儿,13.83,-5.01,-0.73,211748,294433053.9,4.53,14.19,13.53,14,14.56,1.35,11.61,-28.42,3.96,2945857380,2522871006,0.07,0,-11.12,6.71
3737,2235,安妮股份,5.77,-0.35,-0.02,273704,158847026,1.9,5.87,5.76,5.81,5.79,0.92,4.94,101.6,4.48,3344132079,3194146803,0,0,-12.97,10.11
4354,2978,安宁股份,32.06,-0.84,-0.27,27494,88769316.2,1.64,32.57,32.04,32.5,32.33,0.82,0.92,17.77,1.86,15131998053,9585940000,0,0.03,2.04,12.81
3155,300067,安诺其,6.24,0,0,777843,485437514.5,2.88,6.35,6.17,6.19,6.24,0.62,8.3,440.16,2.82,7203297342,5849898169,0,0,0.32,1.13
4092,301413,安培龙,107.09,-0.61,-0.66,28149,298054552.1,5.98,109.4,102.96,106.01,107.75,0.6,4.89,126.66,8.87,10537868574,6159810482,0.07,0.08,73.28,100.13
4428,600298,安琪酵母,35.96,-0.91,-0.33,92913,335501586,3.11,36.98,35.85,36.49,36.29,1.33,1.09,24.58,2.99,31236462369,30727671521,-0.11,-0.17,-3.26,-0.25
1391,300380,安硕信息,55.71,1.35,0.74,282326,1541853647,5.77,56,52.83,54.92,54.97,3.26,22.17,1152.87,20.79,7712439476,7095980081,-0.23,-0.13,-15.22,17.95
1664,600408,安泰集团,1.93,1.05,0.02,313594,60888294,4.19,1.98,1.9,1.91,1.91,1.11,3.11,-4.85,1.25,1943124000,1943124000,0,-0.52,-32.52,-5.85
3588,969,安泰科技,12.7,-0.24,-0.03,210040,267383085.6,1.81,12.88,12.65,12.85,12.73,0.63,2.05,29.43,2.44,13344119832,13030204394,0,0,4.7,13.9
4565,600179,安通控股,2.83,-1.05,-0.03,256849,73102148,2.1,2.89,2.83,2.85,2.86,0.62,0.69,55.71,1.16,11975221351,10567889281,0,-0.35,-13.46,0
2798,603658,安图生物,42.48,0.24,0.1,40382,172336064,2.19,43.09,42.16,42.48,42.38,1.25,0.71,19.04,2.89,24274124145,24274124145,-0.05,-0.02,-6.68,-2.66
3241,600569,安阳钢铁,1.92,0,0,256931,49521631,1.56,1.94,1.91,1.93,1.92,1.08,0.89,-1.9,1.47,5515049061,5515049061,-0.52,-0.52,-8.57,3.23
5123,600397,安源煤业,5.67,-2.41,-0.14,432471,248823618,3.79,5.87,5.65,5.7,5.81,0.81,4.37,-22.63,16.66,5613072531,5613072531,0,0.18,92.2,34.36
5159,603839,安正时尚,6.16,-2.69,-0.17,107345,66668154,3.48,6.35,6.13,6.19,6.33,0.68,2.69,-59.02,1.26,2459146906,2459146906,0.33,0,-4.5,11.59
3812,898,鞍钢股份,2.51,-0.4,-0.01,427179,107672673.8,1.59,2.54,2.5,2.52,2.52,0.88,0.54,-3.47,0.47,23516745358,19972566159,-0.4,0.4,-6.34,4.58
2106,600661,昂立教育,11.28,0.71,0.08,142707,162543294,2.77,11.55,11.24,11.28,11.2,2.1,4.98,127.26,35.26,3232270802,3232270802,0,-0.18,-22.63,-3.75
2971,2940,昂利康,13.55,0.15,0.02,15554,21054406.23,0.89,13.59,13.47,13.52,13.53,0.75,0.84,41.06,1.81,2733416920,2510482578,0,0.15,-10.8,2.81
3448,2227,奥 特 迅,12.79,-0.16,-0.02,131322,166693193.2,3.12,12.95,12.55,12.77,12.81,0.7,5.3,-101.53,3.07,3169440914,3167299395,0.31,0.39,9.6,3.9
5197,300738,奥飞数据,26.79,-2.93,-0.81,1102250,2962826845,4.02,27.5,26.39,26.88,27.6,0.64,11.28,185.39,7.9,26188157265,26180683820,-0.04,0.26,90.41,84.76
427,2292,奥飞娱乐,11.3,3.67,0.4,2220783,2494356221,12.29,11.98,10.64,11,10.9,1.67,21.82,175.9,4.94,16709306576,11501917124,0,-0.53,0.27,30.64
525,2993,奥海科技,47.6,3.25,1.5,97849,464434082.3,4.08,48.39,46.51,47.53,46.1,1.16,4.11,32.79,2.74,13139504000,11325301400,0,0.42,19.15,16.1
4171,2614,奥佳华,7.34,-0.68,-0.05,162330,119515094,2.17,7.47,7.31,7.38,7.39,0.65,3.68,67.29,1.05,4576318589,3237041321,0,0.14,-5.41,10.88
83,603001,奥康国际,6.07,9.96,0.55,37534,22783138,0,6.07,6.07,6.07,5.52,0.5,0.94,-13.43,0.89,2433948600,2433948600,0,0,-8.58,-14.27
1289,300082,奥克股份,6.83,1.49,0.1,83599,56940054,2.08,6.86,6.72,6.8,6.73,1.04,1.23,-26.09,1.66,4645070706,4632160387,0,-0.29,-13.98,8.93
4078,300585,奥联电子,16.7,-0.6,-0.1,44323,73960135,2.44,16.93,16.52,16.78,16.8,0.57,2.59,-874.85,3.99,2857555554,2857555554,0.12,0.12,3.21,16.3
265,2950,奥美医疗,9.47,4.99,0.45,199630,188515198.5,5.21,9.66,9.19,9.29,9.02,4.05,4.42,16.96,1.8,5997023404,4280394629,-0.21,-0.11,2.49,8.48
2641,301189,奥尼电子,26.94,0.34,0.09,14601,39252565.9,1.6,27.09,26.66,26.85,26.85,0.94,3.57,-67.42,1.39,3095310767,1101519299,0.04,-0.04,-0.19,12.02
3693,2338,奥普光电,40.19,-0.32,-0.13,32766,131993163.5,1.29,40.48,39.96,40.37,40.32,0.41,1.37,140.29,7.33,9645600000,9645358860,0,0.05,-6.4,6.55
2054,603551,奥普科技,10.92,0.74,0.08,16790,18343779,1.2,11,10.87,10.96,10.84,0.89,0.43,17.14,3.16,4261726560,4246777080,0,0.09,-8.24,2.25
416,605116,奥锐特,21.33,3.75,0.77,58564,123471658,5.84,21.77,20.57,20.57,20.56,4.12,1.47,22.9,3.97,8664139350,8478909630,0,0.09,-1.8,0.99
2251,600666,奥瑞德,3.32,0.61,0.02,2027892,686331841,4.55,3.47,3.32,3.39,3.3,0.83,8.38,-250.02,9.34,9174862639,8033579744,-0.3,-0.3,8.5,30.71
4072,2701,奥瑞金,5.01,-0.6,-0.03,231839,116766039.2,1.98,5.09,4.99,5.05,5.04,0.82,0.91,12.64,1.41,12824399950,12812602863,0,0,-14.94,-11.64
4869,2755,奥赛康,16.02,-1.6,-0.26,52652,85038521,2.64,16.4,15.97,16.3,16.28,0.37,0.57,87.8,4.98,14869128823,14868988248,0.06,0.06,14.27,26.04
1495,2913,奥士康,29.6,1.23,0.36,55197,164241706.7,2.91,30.2,29.35,29.35,29.24,1.31,2.16,25.27,2.18,9393870918,7568808030,-0.13,0.1,17.6,22.77
2010,2587,奥拓电子,6.45,0.78,0.05,170389,109750378,2.34,6.52,6.37,6.42,6.4,0.88,3.31,-159.02,3.16,4202459806,3323188247,0.16,0,-17.41,7.5
1449,2239,奥特佳,3.18,1.27,0.04,854086,270776430.4,1.91,3.2,3.14,3.16,3.14,0.97,2.63,85.83,1.91,10524603824,10313226998,0.32,0,-5.36,4.26
2406,2231,奥维通信,6.07,0.5,0.03,119633,72635256,1.82,6.12,6.01,6.06,6.04,0.85,4.06,-86.55,7,2105379603,1789549916,0,0,-22.58,9.57
1951,603229,奥翔药业,8.66,0.81,0.07,101378,87660267,2.21,8.74,8.55,8.6,8.59,1.35,1.22,23.55,3.13,7190373276,7190373276,-0.12,0,-2.15,-13.31
4800,300949,奥雅股份,36.58,-1.45,-0.54,14552,53180364,2.48,37.15,36.23,36.75,37.12,0.97,4.24,-16,2.53,2213327770,1254732885,0.11,0.22,-0.87,-23.31
3730,605058,澳弘电子,23.71,-0.34,-0.08,22553,53580482,1.3,23.95,23.64,23.73,23.79,0.68,1.58,25.31,2.02,3388726855,3388726855,-0.04,-0.17,12.48,19.57
1583,600336,澳柯玛,7.11,1.14,0.08,178717,127659068,3.56,7.28,7.03,7.04,7.03,1.41,2.24,1505.47,2.29,5673885008,5673885008,0,0.28,-14.95,5.18
5206,2172,澳洋健康,3.93,-2.96,-0.12,900361,362715641,5.19,4.12,3.91,3.94,4.05,1.23,11.77,58.35,22.7,3009328175,3007518881,-0.51,-0.51,-0.76,25.56
3354,603489,八方股份,30.03,-0.07,-0.02,69425,206597714,2.9,30.33,29.46,30.3,30.05,0.52,2.95,103.27,2.68,7057440480,7057440480,0.03,0.43,7.87,26.07
5095,600581,八一钢铁,3.49,-2.24,-0.08,335376,118128115,3.36,3.6,3.48,3.55,3.57,0.92,2.19,-2.79,14.95,5370033230,5349813566,0,0,-1.41,13.68
2662,605338,巴比食品,18.35,0.33,0.06,44073,81148457,2.08,18.66,18.28,18.48,18.29,1.35,1.78,16.43,2,4550800000,4550800000,-0.05,0.05,-11.4,6.25
4817,2170,芭田股份,9.89,-1.49,-0.15,210679,208744528.6,3.29,10.13,9.8,10.09,10.04,0.66,2.96,34.92,3.17,9514070290,7031402619,-0.1,0,10.87,13.29
4758,601212,白银有色,2.88,-1.37,-0.04,606124,176029331,2.05,2.94,2.88,2.91,2.92,1.08,0.82,-51.44,1.41,21325750592,21325750592,-0.35,0,-10.56,3.6
4186,603861,白云电器,10.2,-0.68,-0.07,120858,123451593,2.04,10.33,10.12,10.22,10.27,0.68,2.51,30.32,1.53,5024065294,4902262229,0,0.1,1.59,13.33
2833,600004,白云机场,9.13,0.22,0.02,213944,195746405,0.88,9.19,9.11,9.15,9.11,1.33,0.9,24.26,1.2,21608137924,21608137924,0,-0.11,-8.88,-4.9
3913,600332,白云山,26.82,-0.48,-0.13,122423,328507646,0.78,26.96,26.75,26.9,26.95,1.07,0.87,15.38,1.21,43603713252,37705995252,0.04,0.04,-9.3,-5.63
751,603360,百傲化学,31.72,2.52,0.78,97816,309236014,4.95,32.34,30.81,30.9,30.94,0.63,1.94,47.21,9.45,16001010213,16001010213,0,0.03,43.01,42.56
4660,300736,百邦科技,9.95,-1.19,-0.12,68880,67805321.8,2.68,9.98,9.71,9.77,10.07,1.17,5.34,-61.24,13.29,1294155745,1283823575,0.1,0.2,-28.42,3.32
892,301096,百诚医药,38.5,2.15,0.81,25838,98155210.4,2.65,38.54,37.54,37.88,37.69,1.15,3.72,22.26,1.51,4205288934,2673067320,0.86,1.16,-9.24,1.48
2764,300614,百川畅银,11.61,0.26,0.03,39574,45673594,3.89,11.78,11.33,11.78,11.58,1.3,2.47,-18.79,1.39,1862652568,1862652568,-0.09,-0.26,-4.05,22.47
2592,2455,百川股份,8.1,0.37,0.03,114622,92658078,1.12,8.12,8.03,8.08,8.07,0.89,2.26,35.15,2.74,4813459927,4111595114,0.12,0.25,-6.36,8.43
2292,600681,百川能源,3.41,0.59,0.02,76909,26160759,0.88,3.41,3.38,3.39,3.39,0.87,0.57,19.91,1.3,4572314902,4568747913,0.29,0,-10.73,-2.57
1282,603331,百达精工,10.14,1.5,0.15,45811,46198739,2.2,10.17,9.95,10,9.99,1.23,2.27,71.76,1.62,2050060949,2050060949,0,0,-2.31,12.54
3390,600865,百大集团,9.35,-0.11,-0.01,130392,122884360,2.88,9.6,9.33,9.45,9.36,1.4,3.47,20.06,1.5,3517846955,3517846955,0.11,0,-17.62,-20.56
5173,603102,百合股份,39.25,-2.77,-1.12,33742,132281312,3.67,40.18,38.7,39.56,40.37,1.64,9.41,16.15,1.59,2512000000,1407679859,0.03,-0.1,-0.43,11.82
3800,603823,百合花,10.19,-0.39,-0.04,62109,63483775,1.37,10.32,10.18,10.3,10.23,0.78,1.51,22.12,1.83,4242786904,4188411026,-0.1,0.1,-3.96,9.57
3873,600721,百花医药,6.73,-0.44,-0.03,103497,69764981,1.63,6.8,6.69,6.78,6.76,0.82,2.7,62.31,3.41,2584539634,2584539634,0,0.15,-11.8,2.12
2147,600468,百利电气,4.45,0.68,0.03,156928,69699931,1.36,4.47,4.41,4.43,4.42,0.87,1.44,35.26,2.28,4840422178,4840422178,0,0,-15.88,-5.32
1921,600827,百联股份,9.67,0.83,0.08,161651,156283791,2.5,9.81,9.57,9.76,9.59,1.39,1.01,7.99,0.89,17252905691,15515030726,0.42,0.21,-21.19,-11.53
3455,605016,百龙创园,18.39,-0.16,-0.03,31431,58160903,2.55,18.72,18.25,18.58,18.42,0.99,0.97,23.83,3.53,5941558896,5941558896,0.05,-0.05,5.87,8.82
2580,601339,百隆东方,5.31,0.38,0.02,69785,37030867,0.95,5.33,5.28,5.29,5.29,0.55,0.47,14.47,0.82,7962711390,7962711390,-0.19,0,-6.35,-2.39
2300,300291,百纳千成,5.24,0.58,0.03,223073,116361016.6,2.11,5.27,5.16,5.22,5.21,1.01,2.4,-68.45,1.41,4935501771,4867848488,0.19,0,-19.38,4.17
4980,301080,百普赛斯,53.59,-1.85,-1.01,25044,134446270.4,3.83,55.08,52.99,55,54.6,1.46,2.76,57.77,2.54,6430800000,4854513225,0.02,0.09,13.97,22.24
4650,2568,百润股份,29.37,-1.18,-0.35,220244,668233915,8.31,31.7,29.23,29.71,29.72,1.76,3.07,40.25,7.04,30819966208,21040440735,0.41,-0.24,3.23,4.86
2544,301083,百胜智能,15.15,0.4,0.06,31363,47141317,2.32,15.18,14.83,15.18,15.09,1.02,3.66,76.96,3.29,2694680005,1296990243,0,0,-7.9,7.68
1626,1376,百通能源,13.89,1.09,0.15,119102,165495932.3,2.62,14.1,13.74,13.74,13.74,1.13,5.64,33.48,5.83,6401901000,2935189171,-0.22,-0.22,-12.97,-4.99
5373,3006,百亚股份,23.14,-9.36,-2.39,262615,605085763,2.31,23.57,22.98,22.98,25.53,5.63,6.13,34.84,6.87,9934543245,9918877465,0.04,0.09,-15.02,-3.54
2619,2696,百洋股份,5.66,0.35,0.02,128251,73166776.13,3.72,5.85,5.64,5.64,5.64,1.53,3.82,-48.07,1.43,1960410403,1898788206,-0.18,0,-5.67,19.66
4164,301015,百洋医药,23.83,-0.67,-0.16,52019,123750836.7,2.08,24.15,23.65,24.1,23.99,1.26,0.99,14.66,5.67,12525508157,12523899632,0,0.04,-14.98,-1.57
2523,300836,佰奥智能,53.37,0.41,0.22,8558,45555431.5,3.33,54.16,52.39,53,53.15,0.85,2,140.72,6.56,3417411109,2279484949,0.38,0.04,4.79,26.74
316,601133,柏诚股份,12.42,4.55,0.54,170360,211418784,8.75,12.89,11.85,11.89,11.88,3.11,11.55,30.95,2.32,6548748793,1831950000,0,0,-0.4,10.7
796,603151,邦基科技,12.44,2.39,0.29,48360,60892929,6.42,13,12.22,12.33,12.15,1.03,5.98,36.71,1.69,2089920000,1005550080,0.16,-0.08,2.89,24.28
566,2634,棒杰股份,4.02,3.08,0.12,238482,95342068,5.13,4.08,3.88,3.93,3.9,1.2,5.34,-7.24,2.14,1846597102,1794988443,-0.25,0,-11.26,6.91
3990,600010,包钢股份,1.89,-0.53,-0.01,4771565,907374087,2.63,1.93,1.88,1.9,1.9,0.79,1.52,-124.31,1.67,85595490568,59309708762,0,-0.53,-8.25,1.61
2960,601121,宝地矿业,6.35,0.16,0.01,65768,41816560,1.42,6.4,6.31,6.33,6.34,0.72,1.73,22.34,1.65,5080000000,2413000000,0.16,0.16,-8.1,-9.29
3793,2552,宝鼎科技,15.35,-0.39,-0.06,74035,113268210,1.43,15.42,15.2,15.37,15.41,0.83,2.31,41.79,3.96,6271120299,4915588769,0,-0.26,15.85,17
4297,600989,宝丰能源,17.36,-0.8,-0.14,234094,409314124,2.57,17.75,17.3,17.61,17.5,0.72,0.32,20.09,2.96,1.27307E+11,1.27307E+11,0.23,0.23,6.7,3.09
1943,601968,宝钢包装,4.97,0.81,0.04,58293,28885696,1.62,5,4.92,4.95,4.93,0.71,0.51,30.3,1.42,6340623916,5631204695,0,0.2,-11.09,0.4
2349,600019,宝钢股份,7.49,0.54,0.04,626075,469834495,1.61,7.56,7.44,7.46,7.45,0.87,0.29,20.92,0.82,1.64096E+11,1.63148E+11,-0.13,0.13,8.71,7
3664,600379,宝光股份,10.01,-0.3,-0.03,43334,43401079,1.29,10.09,9.96,10.06,10.04,0.7,1.31,35.9,4.52,3305317656,3305317656,0,-0.1,-5.12,5.93
3007,300246,宝莱特,7.57,0.13,0.01,94283,71120758.5,2.78,7.65,7.44,7.59,7.56,1.12,4.46,-110.12,1.64,2002836739,1599513158,0.13,0.13,-7.12,14.87
2306,603170,宝立食品,13.84,0.58,0.08,66809,93473748,5.16,14.47,13.76,13.76,13.76,1.45,4.21,23.93,4.21,5536138400,2197930400,-0.14,-0.29,-18.78,-9.07
645,300905,宝丽迪,28.95,2.84,0.8,57578,164262589.2,4.4,29.05,27.81,28.15,28.15,1.15,4.24,47.76,2.81,5150140036,3927741369,0,0.03,-12.75,11.09
1346,300135,宝利国际,4.39,1.39,0.06,296097,129669492,1.62,4.41,4.34,4.41,4.33,0.97,3.21,435.06,4.28,4045824000,4045824000,-0.23,-0.23,-8.35,10.86
310,2992,宝明科技,79.53,4.59,3.49,52626,416565877.9,7.51,80.98,75.27,75.8,76.04,0.86,3.35,-147.83,19.65,14477888141,12502426962,0.1,0.01,29.95,27.04
3552,2476,宝莫股份,4.53,-0.22,-0.01,184228,83383092,1.54,4.56,4.49,4.54,4.54,1.25,3.01,88.98,3.1,2772360000,2772137804,0.22,0,-8.3,7.35
5226,300402,宝色股份,19.35,-3.15,-0.63,365538,721632866.2,7.16,20.62,19.19,19.95,19.98,1.99,15,61.47,3.24,4775396117,4714017917,-0.05,-0.05,16.78,31.19
5193,600973,宝胜股份,5,-2.91,-0.15,868732,437211017,3.11,5.13,4.97,5.11,5.15,1.37,6.33,-22.87,2.01,6856831240,6856831240,0,0,10.13,-20.63
3452,595,宝塔实业,6.26,-0.16,-0.01,312497,198155347,3.83,6.46,6.22,6.4,6.27,0.97,2.75,-89.96,16.78,7127988851,7124273084,0,0.16,-30.13,-2.19
5101,600456,宝钛股份,35.33,-2.27,-0.82,769646,2794003833,8.35,38.05,35.03,36.8,36.15,2.53,16.11,24.51,2.45,16879880453,16879880453,-0.03,0.54,18.88,24.18
3733,601011,宝泰隆,2.84,-0.35,-0.01,610485,174288036,2.81,2.9,2.82,2.84,2.85,0.91,3.19,-14.95,0.92,5440487291,5440487291,0,0.35,-8.68,-5.65
2417,300031,宝通科技,30.9,0.49,0.15,432492,1324854263,3.61,31.23,30.12,30.71,30.75,0.84,12.4,40.52,3.34,12841166210,10778268985,0,0.1,42.66,68.67
4876,2182,宝武镁业,13.44,-1.61,-0.22,279543,377031334.9,2.27,13.7,13.39,13.7,13.66,0.63,3.23,65.02,2.5,13329678472,11632487462,-0.07,0,2.28,19.15
5144,690,宝新能源,4.2,-2.55,-0.11,925598,386987046.2,3.02,4.24,4.11,4.11,4.31,3.4,4.26,11.57,0.76,9138729020,9132777969,0,0,-11.58,-6.25
3018,2514,宝馨科技,7.71,0.13,0.01,200660,154402387,1.95,7.79,7.64,7.7,7.7,0.83,3.62,-25.19,7.05,5551464175,4271604175,0.13,0.39,-2.41,-3.75
4659,600845,宝信软件,32.48,-1.19,-0.39,141171,459564073,1.64,32.9,32.36,32.73,32.87,0.61,0.66,36.39,8.4,93665949308,69294136624,-0.03,-0.03,14.85,11
1553,2047,宝鹰股份,2.6,1.17,0.03,208080,54409322,3.11,2.64,2.56,2.56,2.57,1.19,1.37,-6.82,-20.61,3942246602,3942046451,-0.38,-0.38,-25.71,-16.13
3414,600550,保变电气,7.51,-0.13,-0.01,165720,124976514,1.46,7.6,7.49,7.56,7.52,0.74,0.9,122.9,23.45,13829878885,13829878885,0,0,-19.76,-4.33
4987,301037,保立佳,12.61,-1.87,-0.24,17819,22587113.11,2.8,12.91,12.55,12.9,12.85,0.46,2.62,-19.01,2.46,1759117421,857246702,0,-0.08,3.19,22.31
2126,600048,保利发展,8.75,0.69,0.06,998531,874435312,1.38,8.82,8.7,8.7,8.69,0.9,0.83,20.88,0.53,1.04741E+11,1.04741E+11,0,-0.11,-14.3,-1.24
2064,2037,保利联合,8.23,0.73,0.06,69015,56732085,1.22,8.27,8.17,8.2,8.17,0.63,1.43,-51.45,2.08,3982361748,3982361748,0,0.12,-12.63,7.44
1424,2286,保龄宝,7.79,1.3,0.1,89147,69577252,3.12,7.94,7.7,7.7,7.69,1.59,2.41,21.37,1.42,2880487890,2879114124,0,0,-7.81,5.56
3011,603197,保隆科技,45.86,0.13,0.06,38764,177208907,2.86,46.22,44.91,45.75,45.8,0.59,1.84,29.34,3.14,9726477026,9687048891,-0.07,-0.02,12.35,21.48
1906,600794,保税科技,3.57,0.85,0.03,144483,51486490,1.41,3.59,3.54,3.56,3.54,1.24,1.19,20.63,1.66,4327383200,4327383200,0.28,0.28,-11.85,-1.65
3896,2154,报 喜 鸟,4.36,-0.46,-0.02,389313,170509042.7,1.83,4.42,4.34,4.39,4.38,0.93,2.74,11.49,1.48,6362695058,6197718998,0.23,0.23,-15.67,-1.13
5140,300441,鲍斯股份,11.18,-2.53,-0.29,476116,534293561.1,3.31,11.5,11.12,11.47,11.47,0.8,7.59,7.69,3.04,7204569404,7009404258,0,0,22.72,28.21
3526,600386,北巴传媒,5.02,-0.2,-0.01,187571,95005277,2.98,5.15,5,5.01,5.03,0.78,2.33,121.3,2.27,4048128000,4048128000,0.2,0,-1.95,12.3
1799,2613,北玻股份,4.36,0.93,0.04,122293,53161002.2,1.16,4.37,4.32,4.32,4.32,0.85,2.01,38.54,2.15,4798479497,2654899501,0,0,-5.83,7.92
2091,582,北部湾港,8.34,0.72,0.06,161184,134735739.5,1.81,8.43,8.28,8.3,8.28,0.96,0.92,15.55,1.09,18994793680,14688903905,-0.12,-0.12,5.7,5.84
1582,601588,北辰实业,1.78,1.14,0.02,219521,39189805,2.27,1.8,1.76,1.76,1.76,1.37,0.83,-4.84,0.52,5993295600,4734800000,-0.56,-0.56,-23.93,-4.3
3761,600598,北大荒,13.86,-0.36,-0.05,165504,230304888,1.01,13.99,13.85,13.99,13.91,1.21,0.93,13.71,3.05,24638643539,24638643539,0,0,-7.78,-6.03
3489,788,北大医药,6,-0.17,-0.01,96005,57732516,1.16,6.06,5.99,6.01,6.01,0.87,1.61,20.57,2.37,3575924550,3575924550,0,-0.17,-10.98,0
3059,300824,北鼎股份,9.93,0.1,0.01,52868,52624291.5,2.92,10.14,9.85,10.06,9.92,0.76,1.67,46.61,4.6,3240572902,3138329899,0,-0.1,-3.4,1.53
4268,2151,北斗星通,27.05,-0.77,-0.21,58262,158198988,1.21,27.34,27.01,27.27,27.26,0.71,1.32,-173.02,2.68,14687043412,11946503526,0,-0.04,-8.98,1.92
4662,600435,北方导航,11.51,-1.2,-0.14,243675,280496941,1.8,11.65,11.44,11.65,11.65,0.57,1.62,-176.28,6.57,17334423739,17334423739,-0.09,-0.26,2.77,17.93
3051,600262,北方股份,19.14,0.1,0.02,28028,53602211,0.99,19.21,19.02,19.14,19.12,0.84,1.65,22.52,2.09,3253800000,3253800000,0,-0.05,-6.27,4.53
4859,65,北方国际,11.28,-1.57,-0.18,269887,304549780.9,1.92,11.45,11.23,11.36,11.46,0.78,2.88,11.55,1.27,11667371748,10579713698,0,0,5.52,15.34
4229,2371,北方华创,435.9,-0.73,-3.21,33396,1463735139,2.13,444.5,435.13,444.44,439.11,0.7,0.63,39.11,8.01,2.32728E+11,2.32527E+11,0.02,0.04,9.53,11.48
4930,737,北方铜业,9.75,-1.71,-0.17,589144,574266657.8,2.42,9.9,9.66,9.79,9.92,0.79,3.32,25.48,3,18570985241,17279624622,0,0,7.26,25
